word,x_values,y_values
circle,6.3153653,4.9353404
possibly,5.203817,3.9169772
today,5.115217,3.1537116
first,3.8428423,-0.6137467
line,4.7309084,-2.8114111
quot,5.064021,1.9110909
planner,-0.21206762,-0.049480263
eventprofs,-0.31252939,-0.022330524
pcma,-0.35667908,-0.0052671833
engage,-0.014451894,0.010115983
spin,0.27305767,-0.025429662
play,1.8685069,0.1139456
concept,0.5373973,0.07039784
music,4.3624516,-0.5648597
discovery,1.7446618,0.25914294
false,-0.081115894,0.25980404
alarm,0.59107953,0.32061088
probably,1.3417604,0.32876557
ever,2.5945382,-0.28515777
vatornews,-0.42724878,0.016580842
force,0.35101625,-0.10091255
print,0.9571113,-0.016309835
medium,2.6068308,1.0123572
evolve,-0.29715115,-0.007498398
weather,0.31612194,0.07452855
greet,-0.3115174,0.0004778169
sweater,-0.29654956,0.028248971
night,3.4738934,-0.4629288
putting,0.13375774,-0.09394857
flash,0.88151026,-0.12292247
downtown,3.8919942,-2.6315417
hootsuite,1.5103742,0.27862272
mobile,4.8509808,1.1398852
blackberry,2.4847581,-0.16118215
whether,-0.21914263,-0.01220243
getting,2.7323093,-0.094922885
friend,3.7886493,-0.16702186
long,2.4048078,-1.0183938
think,4.333058,0.30313152
take,3.2588603,-0.070017986
make,4.8923616,-0.24194899
answer,0.5347216,0.00093519
using,4.071381,-0.07101241
zazzlesxsw,0.48118195,-0.090991125
mashable,1.3519498,-0.38244092
over,0.4406024,-0.0508557
video,4.1877885,-0.04798805
gadget,1.4082009,-0.14978594
ubersocial,1.7572095,-1.2582711
includes,2.1514494,-1.4455273
uberguide,2.1886597,-1.2444662
sponsored,2.071637,-0.7532877
smartcover,-0.34557244,-0.010667343
open,4.6673326,-3.2410781
instant,0.7336433,-0.012694812
access,2.2012007,0.25681004
waited,0.2627568,-0.0768671
hand,2.885014,-0.15029563
held,0.21120535,-0.046526406
hobo,0.30965334,0.016642012
drafthouse,-0.050608803,0.022225758
shotgun,-0.14931886,-0.002971519
hooray,-0.29667276,-0.014259609
opening,4.116082,-3.2139797
orly,-0.42138895,0.061939877
wooooo,-0.31473327,-0.023318367
midnight,0.060141284,-0.29348904
khoi,0.41756868,-0.004227766
vinh,0.62976897,-0.0036390636
say,4.3928905,0.648564
conde,0.16946708,-0.016008973
nast,0.15038967,0.012756562
headlong,-0.119343504,-0.02364777
rush,0.11062855,0.002734091
publishing,1.1403657,0.07251337
fundamental,0.050496757,3.2344744e-06
misunderstanding,0.042307395,0.04539404
platform,3.2563586,0.35832658
help,3.2881188,-0.2532162
this,3.6989374,0.017822817
anonymous,-0.20560868,-0.008481509
account,0.79991126,-0.079094104
techie,0.33321962,-0.046549965
libya,-0.19277,0.017924163
what,3.4132001,-0.058734283
musedchat,1.6788459,0.13422185
sxswi,4.595908,0.39537928
classical,1.0569106,0.15520978
newtwitter,0.70166886,0.110969335
location,4.0892673,0.81704503
based,3.034126,0.28911087
fast,3.1741476,0.31308684
future,2.8510299,0.5658943
will,2.4300325,1.2055548
connect,1.4855732,0.8056054
digital,3.7874613,0.7667425
physical,2.1472735,0.46033043
world,3.504762,0.27907428
through,0.5824997,0.21855214
talking,1.8533336,0.1744587
effort,0.30685884,0.042115614
allow,0.23222603,-0.0017866697
system,1.6436284,0.011174241
bettercloud,0.09837247,0.04199856
tweet,4.608675,0.44051552
speak,1.6707681,0.35480475
mark,0.6668815,0.19485526
belinsky,0.5164154,0.2546615
panel,4.696232,0.3055144
stop,2.4864764,-0.118536994
chaos,-0.25108838,-0.0049018185
hunt,0.08851269,0.0564357
java,-0.20760788,-0.015528549
chance,1.5813531,-0.11732805
those,-0.1329021,0.016415697
kawasaki,1.4314107,-0.08216015
talk,4.7479424,0.14132546
enchanted,-0.31612885,0.0031357387
internet,1.1465845,-0.104527496
futuremf,-0.18393473,0.016741792
spec,-0.12549637,-0.0037445852
recipe,0.14419924,-0.002326148
search,4.5377936,1.2929991
omfg,-0.34627384,-0.006506536
heard,2.2571597,-1.0106102
pic,1.5893908,-0.37344128
already,2.9720652,-0.636095
smile,-0.45322832,-0.007535479
would,4.3270845,-0.39578053
interesting,2.2190232,0.8900378
actually,0.8529004,-0.12929627
popped,-0.29924214,-0.042963885
again,-0.25107038,-0.020703569
insane,-0.30507648,-0.1711145
agree,0.8090141,-0.034703624
fiona,0.13641486,-0.03205276
town,1.3625532,-0.19340596
somebody,0.4421719,-0.033661075
kidnap,0.12218106,-0.017351199
recording,0.25343043,0.010028677
studio,0.54498935,-0.019961702
record,0.6415339,-0.012221267
album,0.45315465,-0.03367876
wanna,0.7496309,-0.11664154
drink,1.836351,-0.121623926
fado,0.10824134,-0.018601088
join,3.0366786,0.26076242
attending,0.8685789,-0.17120028
headache,0.82700276,-0.11255106
boooo,-0.34035015,0.014018631
flipboard,2.6102545,0.067820184
developing,0.20370853,0.06008091
version,1.5948248,0.06953439
power,2.3992598,0.025288278
value,1.3529345,-0.011555398
service,2.6071777,0.8522029
battle,0.30024803,0.015977995
fatigue,-0.2967869,0.02940929
pnid,0.580742,0.0010172937
chilcott,-0.39809918,0.0016784596
stand,0.75468683,-0.0533261
blogger,1.3700342,0.068276785
staff,0.037758153,-0.06477759
competition,0.4993206,0.012909661
mentioning,-0.40293133,-0.0008096747
shirt,1.0924181,-0.033124037
band,1.9123936,0.027958516
food,2.025469,-0.004568564
cream,0.5557625,0.0914711
nifty,-0.18810314,0.06306354
interactive,2.495532,0.23107794
map,4.463966,1.802102
promise,0.027498217,0.018719198
groupon,0.83241445,0.5860194
reward,1.3943577,0.5247575
type,1.2493213,0.5181983
finger,0.25212687,-0.03917473
crossed,-0.34156135,0.013873333
news,3.8398173,0.8323524
yahoo,0.31698653,0.028661845
loosing,-0.28894743,0.022364985
traffic,2.0912848,-0.039159186
site,2.5623534,0.3270346
doubt,0.1871127,0.106726564
last,4.242194,-0.26817855
weird,0.7335949,-0.054495126
name,1.0621797,0.05390846
holla,-0.3695089,0.0074779196
butt,0.23089027,-0.005379551
phone,4.255665,-0.09772616
worship,-0.4378503,-0.0015511513
droid,0.67630744,-0.066929534
agnerd,0.1991058,-0.07056331
confession,0.2504824,-0.05293202
laptop,3.6371305,-0.15855281
follow,2.4159334,-0.1882074
launching,2.4878438,2.3671007
denies,-0.16729064,0.362558
debut,0.11711228,0.13595395
despite,0.0145727135,-0.06119053
report,1.2731766,0.04163256
post,2.594264,0.053827155
easy,1.1171943,0.026845284
behaving,-0.31633216,0.018533617
crash,-0.08433085,-0.030410446
yesterday,0.9955001,-0.04298179
ridiculous,0.2369182,-0.0540613
popup,4.021139,-3.3320844
fan,0.42757985,-0.10163526
peek,-0.23774767,-0.031200984
space,1.8021113,0.026470225
slated,-0.31051138,-0.08576601
tomorrow,2.335045,-0.6791918
thing,4.1684084,-0.27175876
earth,1.3028536,-0.0030127785
face,0.24562526,0.06592417
company,3.4254112,0.020483365
sxwsi,-0.44153813,0.0039329166
stay,0.9933256,0.038785018
tune,0.46325782,0.013526983
showcase,0.23799717,-0.03677712
ckers,0.93872094,0.2307251
thank,1.4349042,-0.18099792
touchingstories,1.3414526,-0.058749773
preso,0.33633426,0.048779134
here,1.6498979,0.04913365
deck,0.001255805,0.020184556
thanks,3.9279268,-0.13250658
trying,2.0742202,-0.0811218
contact,1.14705,-0.03592997
family,0.3136671,-0.0021675855
japan,4.838406,-0.048724957
created,0.5586972,-0.00492203
person,2.0874326,-0.24394937
finder,0.3817452,-0.0022504537
mention,0.69852597,-0.15928717
speech,1.1218026,-0.069048256
conf,0.5259778,-0.09020122
sxswh,0.60298324,0.03287559
sxsh,-0.093337886,0.012713012
medical,0.021213466,0.0230129
blog,1.9829104,-0.020898387
mhealth,-0.16814226,0.0137170805
provide,0.41972098,0.010202514
charger,2.3631866,-0.2752153
changed,0.36409444,0.016809387
mind,1.4277917,0.0015819295
next,4.4484897,-0.068302475
wonder,1.7918705,-0.077900596
flashmob,-0.23068471,0.0044831936
tcrn,-0.319339,-0.0081188055
tip,0.4595797,0.0009964922
suxsw,-0.07260658,-0.03664205
xmas,-0.15941551,0.019420233
shiny,0.21787144,0.00048128256
christmas,0.04321507,-0.039598405
nerd,1.65998,-0.10480446
cont,1.067198,-0.27145118
another,1.3095381,0.39686367
presenting,-0.08264421,0.03228403
local,1.4821057,0.17194365
industry,1.4195001,0.03659984
welivehere,0.18915461,-0.07792852
gsdm,2.7338421,0.22770488
buzz,1.3858194,0.44910336
headline,0.09769814,0.11512602
have,1.8929012,-0.07253616
could,3.1885371,0.20674789
seen,2.3840868,-0.1591219
opened,0.5146365,-0.5047639
ipads,3.1603627,-1.204054
wow,-0.31277582,-0.0062951944
dataviz,-0.35170057,0.00087193935
translates,-0.3481101,0.0042666444
satanic,-0.33671236,0.010015425
sayin,0.13316737,0.050099783
launched,1.211399,0.49523777
checkins,1.1106571,0.086533695
month,1.8165821,0.052251797
out,-0.3002135,0.00081306515
bizzy,-0.14953658,0.020900935
left,2.1305025,-0.13627781
brain,1.1920735,0.42186657
bettersearch,0.17673336,0.10518911
engine,1.471906,0.23964038
park,0.22236092,3.794587e-06
content,3.182453,-0.032374244
incubator,-0.42077625,0.0025447144
construct,-0.42769402,0.014457209
lewis,-0.11604899,0.0028808715
level,0.409393,-0.01777803
reasoning,-0.30974194,0.005806788
continued,0.28683022,-0.065626726
existence,0.8303128,-0.002891258
evidence,-0.024611617,-0.022891004
bawling,-0.35015786,-0.0050141406
pagemaker,0.18491341,-0.03940012
saved,0.8034956,-0.06274171
jwtatl,-0.19804949,0.0030878533
enchantment,1.1389525,-0.011517753
spark,-0.09257026,0.018073272
teamandroid,0.07029893,0.0032387835
award,1.1347979,-0.011248429
read,1.3753465,0.07960247
unboxing,-0.12814437,-0.12210488
thought,1.8004452,-0.008554009
apac,-0.29645437,-0.000777224
region,-0.12860045,-0.0013407245
dealing,-0.18927138,0.00011364058
earthquake,1.7475846,0.047628246
tsunami,0.66759396,-0.026511276
trauma,-0.34384617,0.013743291
school,1.567107,-0.3319398
marketing,2.402535,-0.33509937
expert,1.1162882,-0.15902044
cnet,0.67333037,0.15232457
temporary,4.5787888,-2.9783075
tent,-0.13671914,-0.035849433
powerhouse,-0.34242827,-0.019895302
congress,2.727902,-1.8294365
along,0.16280632,-0.110382974
happy,2.2336907,-0.08789318
hipster,1.9085582,-0.11854193
win,2.3520195,-0.71379393
support,0.77220905,-0.1005986
that,2.4785094,-0.1862564
trending,-0.12258334,0.08936361
nerdy,-0.38835374,0.017779522
headed,0.3226581,-0.0800216
newbie,-0.3478245,-0.029913122
enjoy,0.8116931,-0.1305246
funny,1.1913277,-0.05261363
only,1.0730394,-0.12896311
matter,0.6977418,0.08836888
minute,1.6468554,-0.2731265
point,1.7071334,0.073850475
least,0.90018564,-0.019112103
according,0.010464204,0.046649855
twitter,4.0125227,0.3791093
christian,-0.33069688,-0.00296819
devs,0.591656,-0.08044573
maybe,1.2035002,0.22042438
together,0.8794127,0.000891867
cool,3.8844821,-0.8371653
uxdes,1.1203747,-0.039649133
remember,0.53428966,-0.035108205
ultimately,-0.019327939,-0.011730513
aware,-0.0032151493,0.06596634
audience,1.4582657,0.057820342
targeted,-0.27465007,0.02444638
towards,0.1435906,0.019658934
unexpected,-0.15944278,0.028041728
experience,2.906468,-0.010082038
taken,0.12972334,-0.03926612
storm,-0.32112363,0.010945074
part,1.4605072,0.05250495
ifrom,-0.44559854,0.014551806
stack,-0.24476355,-0.02654992
waiting,1.7115909,-0.64821047
mine,0.6510124,-0.030175626
hassle,-0.32610732,-0.0058868285
handled,-0.34157953,-0.0004206298
perfectly,-0.06201978,-0.04562925
elusive,-0.021790097,0.055208724
eurorscg,-0.36143064,0.029932732
notatsxsw,-0.3191558,0.0098985825
download,3.0001338,-0.51500285
nearby,-0.14079486,-0.002163579
pep,-0.30162594,0.012323825
doe,0.801529,-0.013874214
smallbiz,0.014673467,-0.005278652
place,3.4000404,0.12334022
seo,0.96612793,0.14386624
samsung,0.8139383,-0.076521136
sony,0.2702221,-0.07465793
lead,0.27995926,-0.08068312
atx,0.44638863,-0.18076313
south,1.3039155,0.07817176
korean,-0.35362834,0.070038185
director,0.18375722,0.035503916
get,2.4458222,-0.3570143
movie,0.39234495,-0.061049663
entirely,0.34909615,0.0037892652
beautiful,0.24852268,-0.07527715
prep,-0.054052714,-0.021481931
amazing,2.2280784,-0.05307697
locally,-0.31514075,-0.00540069
focus,1.0195048,-0.016607892
owns,0.25908476,-0.011890718
billboard,0.06607502,-0.0061395243
chat,0.6685953,0.08582187
share,2.0779965,-0.015800942
gather,-0.21290082,-0.025658423
info,2.6056643,-0.092260264
turn,1.8596127,-0.22056223
business,2.7089615,0.033951536
card,2.7362645,-0.14487962
broadcaster,-0.4007317,0.0105671175
sold,1.8385577,-0.5221181
model,1.0659391,-0.07639244
sneaky,-0.3249807,-0.04770828
usual,-0.15955546,-0.03134411
hopping,-0.096346974,0.014572197
beta,1.4303324,-0.031670574
testing,0.5901852,0.01574958
moonbot,-0.033620697,0.026984472
louisiana,-0.010387577,0.0019641113
fastball,-0.44408166,0.011774913
away,3.3169916,-0.24370107
wifi,1.7488954,-0.21454458
black,0.71463704,-0.0590889
cover,0.57270527,-0.07519872
attsxsw,-0.39527568,0.016452609
house,1.7313046,0.043548115
wondering,0.74658686,-0.06480271
worth,1.1326133,-0.0056385486
trek,-0.3967159,0.010549353
convention,1.6367152,-0.10923226
center,1.3342769,0.057524167
everything,1.6665381,-0.057298712
except,1.0116487,-0.14483374
white,2.9088173,-0.39361745
manage,-0.18732089,-0.015131275
known,0.07591395,-0.056793284
jean,0.256595,0.0054555815
configuration,-0.41475272,0.0032669476
offered,-0.3176809,0.0015845703
promo,0.6620544,-0.050327223
ninjafinder,-0.25290525,0.0062438645
suck,0.6286222,0.060652822
film,1.4460288,-0.11896143
selling,0.9657053,-0.51602703
shipment,0.028007688,-0.095709406
marc,-0.21878186,0.047739487
ecko,-0.10798336,0.05841539
autodial,-0.22190785,0.043583218
political,-0.12730235,0.031360943
edreform,-0.08648185,0.020220125
edtech,0.041756347,-0.021494271
eduvc,-0.15982528,0.0068154894
fightthepaddle,-0.04922336,-0.022253932
poursite,0.422507,0.036875978
learning,0.6597565,0.018409703
life,2.599725,-0.0042298455
changing,0.2927211,-0.0038763615
impact,0.63175964,0.031379938
real,1.741545,0.17719343
actual,0.025878543,0.018271856
bravo,-0.38481092,-6.439283e-05
lonelyplanet,-0.41790274,-0.00079266506
guide,1.3614848,-0.517954
limited,0.24644525,-0.24965303
travel,0.52253646,-0.14069231
more,1.6635935,0.021697668
downloads,0.09991099,-0.063231185
heading,1.522462,-0.28649205
aclu,0.85247314,0.50984234
prompt,-0.23073389,-0.0005193425
memory,-0.07975895,-0.025690135
describe,-0.3066068,0.0034284773
childhood,-0.18422209,-0.0047416077
walk,0.5670114,-0.09581298
short,0.120186165,-0.09100342
essential,0.23205352,-0.025898702
tool,2.3710694,0.20817114
tradeshow,0.56978214,0.0014633628
demo,2.192008,0.111002944
theatre,-0.16362001,0.00062979455
presenter,-0.017170819,0.037974708
following,0.11537735,0.043114677
realtime,0.33977884,0.14134337
four,0.17973635,-0.036604628
listening,1.6862668,0.11090733
realizing,-0.24668692,0.04410162
spoken,-0.36455974,0.030798538
pick,1.1893939,-0.101454094
willing,0.021690717,0.006494532
grab,1.2625932,-0.09964422
quick,0.7464734,-0.1006281
hundred,-0.005162727,-0.12984909
cost,-0.095109336,-0.00021475866
solving,0.32955715,-0.043336257
induced,-0.31734452,-0.008258158
toilet,-0.3166126,0.007874788
crisis,-0.15087157,0.024269061
monday,0.0013264121,0.0036276095
barry,1.0337158,-0.062151734
diller,1.3098828,0.0018833277
york,0.4006018,-0.016063813
lunch,0.72769266,-0.20035873
hotel,0.9878775,-0.12560439
dirty,-0.1833213,-0.004533726
martini,-0.38226172,0.00076528237
seriously,0.3739386,0.04634417
constant,-0.2775535,-0.030141545
causing,-0.1907497,-0.031849068
lost,1.8251377,-0.14332134
schedule,1.4333732,0.018793745
sync,0.15880032,-0.038881257
ready,2.5949693,0.10063345
blogging,-0.06557995,0.021911409
conflagration,-0.3751335,0.004456938
doofusness,-0.37820622,0.010800697
attention,0.24082348,-0.030420022
rumored,-0.059667524,0.2919066
went,1.4671572,-0.045185383
lousy,-0.41739386,0.010770688
folk,1.7170331,-0.102928475
learn,1.3779168,-0.07300433
security,1.087208,-0.17044155
bsidesaustin,-0.36051813,0.0014644358
work,3.405039,-0.07858404
development,0.7780428,0.061667297
hire,0.30164832,-0.07800024
developer,2.62218,-0.020051144
winning,2.1395135,-0.18026447
picture,1.0907756,-0.26889184
spent,0.89888126,-0.006445579
used,2.4111626,-0.009674065
couple,0.3014928,0.005266298
city,1.8862244,-0.18240647
block,2.303823,-1.000988
behind,1.9125748,-0.029899096
email,0.957585,0.020249452
give,3.066646,-0.16557851
composed,-0.06368957,-0.009967505
reply,-0.1965941,-0.011354104
protip,0.051320784,-0.038470536
song,1.9714514,-0.08107081
alone,0.31133977,0.005520449
million,1.6268021,0.30523014
currently,0.115681596,-0.0627448
available,2.1338356,-0.090164945
optional,-0.2594305,0.019246908
leather,-0.22439198,0.010489932
entertain,-0.2742532,0.009290341
please,2.45826,-0.054404177
grateful,0.2566867,0.037589353
le,0.8454948,-0.066821784
announce,0.3712347,0.14924689
detail,2.4214482,-0.18658192
giveaway,1.7448798,-0.080758005
wild,0.6361366,-0.01986202
both,0.14342296,0.00597247
terrible,-0.18943626,-0.014735105
queue,0.92741054,-0.374591
course,0.5211395,-0.03438717
snapping,-0.323023,0.011204249
keynote,1.3120444,0.104634374
slide,0.12629424,-0.003476855
credit,0.779159,-0.038909253
click,0.46340385,0.019377561
purchase,0.67927,-0.14744313
having,0.52744675,0.067763545
cocktail,-0.12444787,-0.026821833
texas,1.9174063,-0.15997714
snowflake,-0.33901864,-0.018203424
cnngrill,0.23925042,-0.035402253
southwest,0.23778048,0.12918748
sweet,1.3355837,-0.1443978
ballroom,1.0929216,0.043596927
mile,0.8957935,0.10261361
driving,0.37548855,0.031793907
navigation,1.9374081,0.10755032
longer,0.4484364,-0.16318828
wider,-0.30319268,-0.0012025028
packing,0.09718121,0.0054962854
extra,0.87544453,-0.114539035
sunny,0.19265696,-0.055042148
stow,-0.36751416,-0.0017947917
sqwill,-0.26257083,-0.01333396
attempt,-0.1337173,0.0136759905
cross,0.91592443,-0.036590848
facebook,3.7880356,1.2901081
blocked,-0.09862433,0.011654505
connection,0.13377148,0.025625823
lbswars,-0.34174973,0.007834856
growing,-0.16725363,-0.05686772
step,1.1578355,-0.073480465
bulletproof,-0.0008265701,0.074249335
strategy,1.8297404,0.34127578
rhjr,0.080293484,0.019655561
wandering,-0.15399836,0.008146069
street,3.110981,-0.25594574
girl,1.6182758,-0.11585103
stopped,0.26593408,-0.06476908
ceviche,-0.30687153,-0.003221111
mojitos,-0.33252305,-0.0033546796
juice,1.722901,-0.18137917
track,2.1280873,-0.3374654
stage,0.43705687,0.025051778
frostwire,-0.14230156,0.0028885505
busy,0.82659715,-0.13307449
week,3.6089497,-0.2624317
ahead,0.44891003,-0.016570605
amazon,0.3185958,0.046322208
believe,0.6547639,-0.13391626
aussie,-0.33311224,8.557643e-05
buyer,0.27697566,-0.008801076
spreadsheet,-0.0081898775,0.045590553
plan,1.4022263,0.053232744
there,2.947797,-0.30841097
sixth,0.089784,-0.26707563
told,0.5906415,-0.08263479
zimride,-0.35550794,0.016580114
ride,0.8785485,-0.084268965
shareable,-0.34871644,0.026977722
tablet,2.6488314,-0.14145112
every,2.9700048,-0.16352862
single,0.3085916,-0.06753564
receiving,-0.08911241,-0.01278246
message,0.22993524,-0.015010895
telling,-0.17435905,0.015804863
sexy,0.015457822,-0.039706957
response,0.8212838,-0.038768798
fellow,0.1788833,-0.0051496224
picked,0.5848904,-0.06744571
mophie,0.735623,-0.11110051
battery,3.0480943,-0.2975964
lugging,-0.31399715,0.015020717
huge,1.6197883,-0.12056696
thats,0.006389609,0.00061558065
took,1.2519578,-0.23150274
piss,-0.15346365,-0.0034691491
trade,1.7829442,-0.121757776
pissing,-0.31306762,-0.0047468203
kiiiiiilling,-0.28991774,-0.008401943
rumor,2.8521214,-0.43691382
monger,-0.39535233,0.018498221
preview,1.0540257,1.0198835
socbiz,-0.37391892,0.056634963
build,0.026920808,0.02352276
biggest,0.61156756,-0.015811654
history,0.57824594,0.0055594174
survey,-0.2032031,-0.036067095
starbucks,0.27157038,-0.12220141
gift,0.4764926,-0.08314395
research,0.27626017,0.030941332
gratification,-0.17147866,0.017325975
retail,1.0930948,-0.38405496
release,2.1242387,-0.34955588
groupme,0.16533734,0.018370673
sound,1.260213,0.2532813
incredible,-0.41359136,0.004458207
reveal,-0.19391058,0.56364465
closure,-0.45720428,-0.024868442
made,3.168297,-0.21552674
question,2.1312058,0.05265881
inside,0.6277538,0.020097045
fire,0.7154391,-0.030951941
paraormal,-0.33557644,-0.0034432923
activity,0.19526306,-0.044338446
sanctuary,-0.28545004,0.0043245615
sketching,-0.2872804,0.0015656746
interactivity,-0.25991338,-0.003906961
magic,0.4176071,-0.038840674
lense,-0.3003383,0.012067605
eduar,-0.22516572,0.0013827698
swimsuit,-0.40486035,-0.004801724
issue,1.5605593,-0.028293507
garage,-0.26355836,0.010727816
add,-0.102237664,0.027754126
instagram,0.2530121,0.035398856
socialsearch,-0.43528837,-0.004027501
